gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total_Score,Avg_Score,Score_Range,Math_z,Reading_z,Writing_z,Pass_Count,Performance_Level,High_in,Low_in,Percentile,Student_Feedback,Feedback_Length,Sentiment,gender_enc,race/ethnicity_enc,parental level of education_enc,lunch_enc,test preparation course_enc,Performance_Level_enc,High_in_enc,Low_in_enc
female,group C,high school,standard,completed,58.0,75.0,77.0,210.0,70.0,19.0,-0.5337337456942483,0.3995781503093541,0.5890154240218557,3,Good,writing score,math score,54.75,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,2,1,0,2,2,0
male,group B,high school,standard,completed,76.0,62.0,60.0,198.0,66.0,16.0,0.6539541542311406,-0.491266636866362,-0.5302850687538596,3,Average,math score,writing score,43.25,The practical sessions improved my understanding.,6.0,0.0,1,1,2,1,0,0,0,2
female,group D,some high school,standard,none,68.0,71.0,75.0,214.0,71.33333333333333,7.0,0.1260928653754122,0.1254720619475953,0.45733301310706564,3,Good,writing score,math score,58.35,Poor internet and time management affected my study.,8.0,-0.4,0,3,5,1,1,2,2,0
male,group A,some college,free/reduced,none,58.0,60.0,57.0,175.0,58.333333333333336,3.0,-0.5337337456942483,-0.6283196810472415,-0.7278086851260446,3,Average,reading score,writing score,25.2,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,0,4,0,1,0,1,2
male,group B,high school,standard,none,52.0,48.0,49.0,149.0,49.666666666666664,4.0,-0.9296297123360444,-1.4506379461325178,-1.2545383287852048,3,Poor,math score,reading score,10.2,I needed more examples and exercises to practice.,8.0,0.5,1,1,2,1,1,3,0,1
male,group D,bachelor's degree,standard,none,75.0,73.0,74.0,222.0,74.0,2.0,0.5879714931241745,0.26252510612847474,0.3914918076496706,3,Good,math score,reading score,65.35,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,1,1,1,2,0,1
female,group B,some high school,free/reduced,completed,52.0,67.0,72.0,191.0,63.666666666666664,20.0,-0.9296297123360444,-0.1486340264141635,0.25980939673488057,3,Average,writing score,math score,36.5,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,1,5,0,0,0,2,0
female,group C,bachelor's degree,free/reduced,none,62.0,78.0,79.0,219.0,73.0,17.0,-0.26980310126638407,0.6051577165806732,0.7206978349366456,3,Good,writing score,math score,62.849999999999994,Poor internet and time management affected my study.,8.0,-0.4,0,2,1,0,1,2,2,0
male,group B,some college,standard,none,66.0,65.0,60.0,191.0,63.666666666666664,6.0,-0.005872456838519888,-0.2856870705950429,-0.5302850687538596,3,Average,math score,writing score,36.5,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,1,4,1,1,0,0,2
female,group B,some high school,free/reduced,none,49.0,58.0,55.0,162.0,54.0,9.0,-1.1275776956569425,-0.7653727252281208,-0.8594910960408346,3,Average,reading score,math score,17.45,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,5,0,1,0,1,0
female,group B,high school,standard,none,66.0,72.0,70.0,208.0,69.33333333333333,6.0,-0.005872456838519888,0.19399858403803502,0.12812698582009055,3,Average,reading score,math score,53.15,I was distracted and couldn't focus during online classes.,9.0,0.0,0,1,2,1,1,0,1,0
female,group C,some college,free/reduced,none,35.0,44.0,43.0,122.0,40.666666666666664,9.0,-2.051334951154467,-1.7247440344942766,-1.6495855615295747,3,Poor,reading score,math score,3.35,Poor internet and time management affected my study.,8.0,-0.4,0,2,4,0,1,3,1,0
female,group A,some college,standard,completed,72.0,79.0,82.0,233.0,77.66666666666667,10.0,0.3900235098032764,0.6736842386711129,0.9182214513088307,3,Good,writing score,math score,74.9,The practical sessions improved my understanding.,6.0,0.0,0,0,4,1,0,2,2,0
male,group E,associate's degree,standard,completed,94.0,85.0,82.0,261.0,87.0,12.0,1.8416420541565293,1.084843371213751,0.9182214513088307,3,Excellent,math score,writing score,91.55,I needed more examples and exercises to practice.,8.0,0.5,1,4,0,1,0,1,0,2
female,group D,associate's degree,free/reduced,none,46.0,56.0,57.0,159.0,53.0,11.0,-1.3255256789778407,-0.9024257694090002,-0.7278086851260446,3,Average,writing score,math score,15.950000000000001,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,3,0,0,1,0,2,0
female,group B,master's degree,standard,none,77.0,90.0,84.0,251.0,83.66666666666667,13.0,0.7199368153381066,1.4274759816659497,1.0499038622236208,3,Good,reading score,math score,86.85000000000001,Poor internet and time management affected my study.,8.0,-0.4,0,1,3,1,1,2,1,0
female,group B,high school,free/reduced,completed,76.0,85.0,82.0,243.0,81.0,9.0,0.6539541542311406,1.084843371213751,0.9182214513088307,3,Good,reading score,math score,82.25,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,1,2,0,0,2,1,0
female,group C,associate's degree,standard,completed,52.0,59.0,62.0,173.0,57.666666666666664,10.0,-0.9296297123360444,-0.6968462031376811,-0.39860265783906956,3,Average,writing score,math score,24.15,I needed more examples and exercises to practice.,8.0,0.5,0,2,0,1,0,0,2,0
male,group C,bachelor's degree,standard,completed,91.0,81.0,79.0,251.0,83.66666666666667,12.0,1.6436940708356311,0.8107372828519923,0.7206978349366456,3,Good,math score,writing score,86.85000000000001,Poor internet and time management affected my study.,8.0,-0.4,1,2,1,1,0,2,0,2
female,group B,some high school,standard,completed,32.0,51.0,44.0,127.0,42.333333333333336,19.0,-2.249282934475365,-1.2450583798611987,-1.5837443560721798,2,Poor,reading score,math score,3.9,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,5,1,0,3,1,0
female,group E,some high school,free/reduced,none,72.0,79.0,77.0,228.0,76.0,7.0,0.3900235098032764,0.6736842386711129,0.5890154240218557,3,Good,reading score,math score,70.89999999999999,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,4,5,0,1,2,1,0
female,group B,some college,standard,none,27.990000000000002,38.0,32.0,91.98,30.66,19.0,-3.1070575288659237,-2.135903167036915,-2.37383882156092,1,Poor,reading score,math score,0.8500000000000001,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,4,1,1,3,1,0
male,group C,associate's degree,free/reduced,none,68.0,65.0,61.0,194.0,64.66666666666667,7.0,0.1260928653754122,-0.2856870705950429,-0.46444386329646453,3,Average,math score,writing score,39.4,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,0,0,1,0,0,2
female,group C,master's degree,free/reduced,none,52.0,65.0,61.0,178.0,59.333333333333336,13.0,-0.9296297123360444,-0.2856870705950429,-0.46444386329646453,3,Average,reading score,math score,27.750000000000004,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,3,0,1,0,1,0
female,group B,high school,standard,none,48.0,62.0,60.0,170.0,56.666666666666664,14.0,-1.1935603567639086,-0.491266636866362,-0.5302850687538596,3,Average,reading score,math score,22.35,I needed more examples and exercises to practice.,8.0,0.5,0,1,2,1,1,0,1,0
female,group D,some college,free/reduced,none,60.0,66.0,70.0,196.0,65.33333333333333,10.0,-0.4017684234803161,-0.2171605485046032,0.12812698582009055,3,Average,writing score,math score,41.3,The practical sessions improved my understanding.,6.0,0.0,0,3,4,0,1,0,2,0
male,group D,high school,free/reduced,none,66.0,74.0,69.0,209.0,69.66666666666667,8.0,-0.005872456838519888,0.33105162821891443,0.062285780362695546,3,Average,reading score,math score,53.900000000000006,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,2,0,1,0,1,0
male,group E,some high school,standard,completed,89.0,84.0,77.0,250.0,83.33333333333333,12.0,1.511728748621699,1.0163168491233114,0.5890154240218557,3,Good,math score,writing score,86.4,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,4,5,1,0,2,0,2
female,group B,high school,standard,none,42.0,52.0,51.0,145.0,48.333333333333336,10.0,-1.5894563234057049,-1.176531857770759,-1.1228559178704147,3,Poor,reading score,math score,8.35,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,2,1,1,3,1,0
female,group E,associate's degree,free/reduced,completed,57.0,68.0,73.0,198.0,66.0,16.0,-0.5997164068012143,-0.08010750432372381,0.3256506021922756,3,Average,writing score,math score,43.25,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,4,0,0,0,0,2,0
male,group D,high school,standard,none,70.0,70.0,70.0,210.0,70.0,1.0,0.2580581875893443,0.05694553985715561,0.12812698582009055,3,Good,math score,math score,54.75,Assignments were too many and stressful but helpful.,8.0,0.5,1,3,2,1,1,2,0,0
female,group E,associate's degree,free/reduced,none,70.0,84.0,81.0,235.0,78.33333333333333,14.0,0.2580581875893443,1.0163168491233114,0.8523802458514357,3,Good,reading score,math score,76.6,I needed more examples and exercises to practice.,8.0,0.5,0,4,0,0,1,2,1,0
male,group E,some college,standard,none,69.0,60.0,54.0,183.0,61.0,15.0,0.19207552648237824,-0.6283196810472415,-0.9253323014982296,3,Average,math score,writing score,31.15,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,4,4,1,1,0,0,2
female,group C,associate's degree,standard,none,52.0,55.0,57.0,164.0,54.666666666666664,5.0,-0.9296297123360444,-0.97095229149944,-0.7278086851260446,3,Average,writing score,math score,18.7,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,0,1,1,0,2,0
male,group C,some high school,standard,completed,67.0,73.0,68.0,208.0,69.33333333333333,6.0,0.060110204268446155,0.26252510612847474,-0.0035554250946994654,3,Average,reading score,math score,53.15,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,5,1,0,0,1,0
male,group C,some high school,standard,completed,76.0,80.0,73.0,229.0,76.33333333333333,7.0,0.6539541542311406,0.7422107607615527,0.3256506021922756,3,Good,reading score,writing score,71.65,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,2,5,1,0,2,1,2
female,group E,associate's degree,standard,none,87.0,94.0,95.0,276.0,92.0,8.0,1.379763426407767,1.7015820700277084,1.774157122254966,3,Excellent,writing score,math score,96.55,The practical sessions improved my understanding.,6.0,0.0,0,4,0,1,1,1,2,0
female,group B,some college,standard,none,82.0,85.0,87.0,254.0,84.66666666666667,5.0,1.0498501208729367,1.084843371213751,1.2474274785958057,3,Good,writing score,math score,88.25,I needed more examples and exercises to practice.,8.0,0.5,0,1,4,1,1,2,2,0
female,group C,some college,standard,none,73.0,76.0,78.0,227.0,75.66666666666667,5.0,0.45600617091024237,0.4681046723997938,0.6548566294792506,3,Good,writing score,math score,69.95,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,4,1,1,2,2,0
male,group A,some college,free/reduced,none,75.0,81.0,74.0,230.0,76.66666666666667,7.0,0.5879714931241745,0.8107372828519923,0.3914918076496706,3,Good,reading score,writing score,72.2,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,0,4,0,1,2,1,2
female,group D,some college,free/reduced,none,64.0,74.0,75.0,213.0,71.0,11.0,-0.13783777905245198,0.33105162821891443,0.45733301310706564,3,Good,writing score,math score,57.199999999999996,I was distracted and couldn't focus during online classes.,9.0,0.0,0,3,4,0,1,2,2,0
female,group E,high school,free/reduced,none,41.0,45.0,40.0,126.0,42.0,5.0,-1.655438984512671,-1.656217512403837,-1.8471091779017599,3,Poor,reading score,writing score,3.8,I practiced a lot and felt confident about the questions.,10.0,0.5,0,4,2,0,1,3,1,2
male,group C,high school,standard,none,90.0,75.0,69.0,234.0,78.0,21.0,1.577711409728665,0.3995781503093541,0.062285780362695546,3,Good,math score,writing score,75.64999999999999,I was distracted and couldn't focus during online classes.,9.0,0.0,1,2,2,1,1,2,0,2
male,group B,bachelor's degree,standard,none,59.0,54.0,51.0,164.0,54.666666666666664,8.0,-0.46775108458728215,-1.0394788135898796,-1.1228559178704147,3,Average,math score,writing score,18.7,I needed more examples and exercises to practice.,8.0,0.5,1,1,1,1,1,0,0,2
male,group A,some high school,standard,none,51.0,31.990000000000002,36.0,118.0,39.333333333333336,20.0,-0.9956123734430105,-2.6155888216699927,-2.1104739997313398,2,Poor,math score,reading score,2.7,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,0,5,1,1,3,0,1
male,group A,high school,free/reduced,none,45.0,47.0,49.0,141.0,47.0,4.0,-1.3915083400848067,-1.5191644682229575,-1.2545383287852048,3,Poor,writing score,math score,7.199999999999999,I practiced a lot and felt confident about the questions.,10.0,0.5,1,0,2,0,1,3,2,0
female,group C,master's degree,standard,completed,54.0,64.0,67.0,185.0,61.666666666666664,13.0,-0.7976643901221123,-0.35421359268548264,-0.06939663055209448,3,Average,writing score,math score,32.7,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,3,1,0,0,2,0
male,group E,some high school,standard,completed,87.0,84.0,76.0,247.0,82.33333333333333,11.0,1.379763426407767,1.0163168491233114,0.5231742185644607,3,Good,math score,writing score,84.1,I was distracted and couldn't focus during online classes.,9.0,0.0,1,4,5,1,0,2,0,2
female,group C,high school,standard,none,72.0,80.0,83.0,235.0,78.33333333333333,11.0,0.3900235098032764,0.7422107607615527,0.9840626567662257,3,Good,writing score,math score,76.6,The practical sessions improved my understanding.,6.0,0.0,0,2,2,1,1,2,2,0
male,group B,some high school,standard,completed,94.0,86.0,87.0,267.0,89.0,8.0,1.8416420541565293,1.153369893304191,1.2474274785958057,3,Excellent,math score,reading score,94.0,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,1,5,1,0,1,0,1
female,group A,bachelor's degree,standard,none,45.0,59.0,64.0,168.0,56.0,19.0,-1.3915083400848067,-0.6968462031376811,-0.2669202469242795,3,Average,writing score,math score,21.05,Poor internet and time management affected my study.,8.0,-0.4,0,0,1,1,1,0,2,0
male,group D,bachelor's degree,free/reduced,completed,61.0,70.0,76.0,207.0,69.0,15.0,-0.3357857623733501,0.05694553985715561,0.5231742185644607,3,Average,writing score,math score,52.05,Poor internet and time management affected my study.,8.0,-0.4,1,3,1,0,0,0,2,0
female,group B,high school,free/reduced,none,60.0,72.0,68.0,200.0,66.66666666666667,12.0,-0.4017684234803161,0.19399858403803502,-0.0035554250946994654,3,Average,reading score,math score,44.85,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,1,2,0,1,0,1,0
female,group C,some high school,standard,none,77.0,91.0,88.0,256.0,85.33333333333333,14.0,0.7199368153381066,1.4960025037563893,1.3132686840532009,3,Excellent,reading score,math score,89.05,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,2,5,1,1,1,1,0
female,group A,some high school,standard,completed,85.0,90.0,92.0,267.0,89.0,7.0,1.2477981041938349,1.4274759816659497,1.5766335058827807,3,Excellent,writing score,math score,94.0,I needed more examples and exercises to practice.,8.0,0.5,0,0,5,1,0,1,2,0
female,group D,bachelor's degree,free/reduced,none,78.0,90.0,93.0,261.0,87.0,15.0,0.7859194764450727,1.4274759816659497,1.6424747113401759,3,Excellent,writing score,math score,91.55,I practiced a lot and felt confident about the questions.,10.0,0.5,0,3,1,0,1,1,2,0
male,group E,some college,free/reduced,completed,49.0,52.0,51.0,152.0,50.666666666666664,3.0,-1.1275776956569425,-1.176531857770759,-1.1228559178704147,3,Average,reading score,math score,11.899999999999999,Assignments were too many and stressful but helpful.,8.0,0.5,1,4,4,0,0,0,1,0
female,group B,high school,free/reduced,none,71.0,87.0,82.0,240.0,80.0,16.0,0.32404084869631034,1.2218964153946306,0.9182214513088307,3,Good,reading score,math score,80.45,The practical sessions improved my understanding.,6.0,0.0,0,1,2,0,1,2,1,0
female,group C,some high school,free/reduced,none,48.0,58.0,52.0,158.0,52.666666666666664,10.0,-1.1935603567639086,-0.7653727252281208,-1.0570147124130196,3,Average,reading score,math score,15.5,I was distracted and couldn't focus during online classes.,9.0,0.0,0,2,5,0,1,0,1,0
male,group C,high school,standard,none,62.0,67.0,58.0,187.0,62.333333333333336,9.0,-0.26980310126638407,-0.1486340264141635,-0.6619674796686495,3,Average,reading score,writing score,34.050000000000004,I needed more examples and exercises to practice.,8.0,0.5,1,2,2,1,1,0,1,2
female,group C,associate's degree,free/reduced,completed,56.0,68.0,70.0,194.0,64.66666666666667,14.0,-0.6656990679081803,-0.08010750432372381,0.12812698582009055,3,Average,writing score,math score,39.4,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,0,0,0,0,2,0
female,group C,some high school,standard,none,65.0,69.0,76.0,210.0,70.0,11.0,-0.07185511794548592,-0.0115809822332841,0.5231742185644607,3,Good,writing score,math score,54.75,Poor internet and time management affected my study.,8.0,-0.4,0,2,5,1,1,2,2,0
female,group D,some high school,free/reduced,completed,69.0,86.0,81.0,236.0,78.66666666666667,17.0,0.19207552648237824,1.153369893304191,0.8523802458514357,3,Good,reading score,math score,77.5,The practical sessions improved my understanding.,6.0,0.0,0,3,5,0,0,2,1,0
male,group B,some high school,standard,none,68.0,54.0,53.0,175.0,58.333333333333336,15.0,0.1260928653754122,-1.0394788135898796,-0.9911735069556247,3,Average,math score,writing score,25.2,Assignments were too many and stressful but helpful.,8.0,0.5,1,1,5,1,1,0,0,2
female,group A,some college,free/reduced,none,61.0,60.0,57.0,178.0,59.333333333333336,4.0,-0.3357857623733501,-0.6283196810472415,-0.7278086851260446,3,Average,math score,writing score,27.750000000000004,I practiced a lot and felt confident about the questions.,10.0,0.5,0,0,4,0,1,0,0,2
female,group C,bachelor's degree,free/reduced,completed,74.0,86.0,89.0,249.0,83.0,15.0,0.5219888320172085,1.153369893304191,1.3791098895105958,3,Good,writing score,math score,85.7,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,1,0,0,2,2,0
male,group A,bachelor's degree,standard,none,64.0,60.0,58.0,182.0,60.666666666666664,6.0,-0.13783777905245198,-0.6283196810472415,-0.6619674796686495,3,Average,math score,writing score,30.5,Assignments were too many and stressful but helpful.,8.0,0.5,1,0,1,1,1,0,0,2
female,group B,high school,standard,completed,77.0,82.0,89.0,248.0,82.66666666666667,12.0,0.7199368153381066,0.8792638049424321,1.3791098895105958,3,Good,writing score,math score,84.95,The practical sessions improved my understanding.,6.0,0.0,0,1,2,1,0,2,2,0
male,group B,some college,standard,none,58.0,50.0,45.0,153.0,51.0,13.0,-0.5337337456942483,-1.3135849019516386,-1.5179031506147846,3,Average,math score,writing score,12.3,Assignments were too many and stressful but helpful.,8.0,0.5,1,1,4,1,1,0,0,2
female,group C,high school,standard,completed,60.0,64.0,74.0,198.0,66.0,14.0,-0.4017684234803161,-0.35421359268548264,0.3914918076496706,3,Average,writing score,math score,43.25,The practical sessions improved my understanding.,6.0,0.0,0,2,2,1,0,0,2,0
male,group E,high school,standard,none,73.0,64.0,57.0,194.0,64.66666666666667,16.0,0.45600617091024237,-0.35421359268548264,-0.7278086851260446,3,Average,math score,writing score,39.4,The practical sessions improved my understanding.,6.0,0.0,1,4,2,1,1,0,0,2
female,group A,high school,standard,completed,75.0,82.0,79.0,236.0,78.66666666666667,7.0,0.5879714931241745,0.8792638049424321,0.7206978349366456,3,Good,reading score,math score,77.5,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,0,2,1,0,2,1,0
male,group B,associate's degree,free/reduced,completed,58.0,57.0,53.0,168.0,56.0,5.0,-0.5337337456942483,-0.8338992473185606,-0.9911735069556247,3,Average,math score,writing score,21.05,I was distracted and couldn't focus during online classes.,9.0,0.0,1,1,0,0,0,0,0,2
female,group C,associate's degree,standard,none,66.0,77.0,73.0,216.0,72.0,11.0,-0.005872456838519888,0.5366311944902336,0.3256506021922756,3,Good,reading score,math score,60.199999999999996,Poor internet and time management affected my study.,8.0,-0.4,0,2,0,1,1,2,1,0
female,group D,high school,free/reduced,none,39.0,52.0,46.0,137.0,45.666666666666664,13.0,-1.787404306726603,-1.176531857770759,-1.4520619451573897,3,Poor,reading score,math score,5.8999999999999995,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,3,2,0,1,3,1,0
male,group C,some high school,standard,none,64.0,58.0,51.0,173.0,57.666666666666664,13.0,-0.13783777905245198,-0.7653727252281208,-1.1228559178704147,3,Average,math score,writing score,24.15,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,5,1,1,0,0,2
female,group B,high school,free/reduced,completed,27.990000000000002,44.0,36.0,103.0,34.333333333333336,21.0,-2.8431268844380595,-1.7247440344942766,-2.1104739997313398,2,Poor,reading score,math score,1.6,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,1,2,0,0,3,1,0
male,group B,some college,free/reduced,completed,74.0,77.0,76.0,227.0,75.66666666666667,3.0,0.5219888320172085,0.5366311944902336,0.5231742185644607,3,Good,reading score,math score,69.95,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,1,4,0,0,2,1,0
female,group D,some high school,free/reduced,completed,40.0,65.0,64.0,169.0,56.333333333333336,24.0,-1.721421645619637,-0.2856870705950429,-0.2669202469242795,3,Average,reading score,math score,21.85,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,5,0,0,0,1,0
male,group E,master's degree,standard,none,90.0,85.0,84.0,259.0,86.33333333333333,6.0,1.577711409728665,1.084843371213751,1.0499038622236208,3,Excellent,math score,writing score,90.55,Poor internet and time management affected my study.,8.0,-0.4,1,4,3,1,1,1,0,2
male,group C,master's degree,standard,completed,91.0,85.0,85.0,261.0,87.0,6.0,1.6436940708356311,1.084843371213751,1.1157450676810157,3,Excellent,math score,reading score,91.55,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,3,1,0,1,0,1
male,group D,high school,standard,none,64.0,54.0,50.0,168.0,56.0,14.0,-0.13783777905245198,-1.0394788135898796,-1.1886971233278096,3,Average,math score,writing score,21.05,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,2,1,1,0,0,2
female,group C,high school,standard,none,59.0,72.0,68.0,199.0,66.33333333333333,13.0,-0.46775108458728215,0.19399858403803502,-0.0035554250946994654,3,Average,reading score,math score,44.2,Poor internet and time management affected my study.,8.0,-0.4,0,2,2,1,1,0,1,0
male,group D,associate's degree,standard,none,80.0,75.0,69.0,224.0,74.66666666666667,11.0,0.9178847986590046,0.3995781503093541,0.062285780362695546,3,Good,math score,writing score,67.25,The practical sessions improved my understanding.,6.0,0.0,1,3,0,1,1,2,0,2
male,group C,master's degree,standard,none,71.0,67.0,67.0,205.0,68.33333333333333,4.0,0.32404084869631034,-0.1486340264141635,-0.06939663055209448,3,Average,math score,reading score,49.6,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,2,3,1,1,0,0,1
female,group A,high school,standard,none,61.0,68.0,63.0,192.0,64.0,7.0,-0.3357857623733501,-0.08010750432372381,-0.33276145238167454,3,Average,reading score,math score,37.4,I was distracted and couldn't focus during online classes.,9.0,0.0,0,0,2,1,1,0,1,0
female,group E,some college,standard,none,87.0,85.0,93.0,265.0,88.33333333333333,8.0,1.379763426407767,1.084843371213751,1.6424747113401759,3,Excellent,writing score,reading score,93.0,I was distracted and couldn't focus during online classes.,9.0,0.0,0,4,4,1,1,1,2,1
male,group E,some high school,standard,none,82.0,67.0,61.0,210.0,70.0,21.0,1.0498501208729367,-0.1486340264141635,-0.46444386329646453,3,Good,math score,writing score,54.75,The practical sessions improved my understanding.,6.0,0.0,1,4,5,1,1,2,0,2
male,group C,some high school,standard,none,62.0,64.0,55.0,181.0,60.333333333333336,9.0,-0.26980310126638407,-0.35421359268548264,-0.8594910960408346,3,Average,reading score,writing score,29.75,The practical sessions improved my understanding.,6.0,0.0,1,2,5,1,1,0,1,2
female,group B,bachelor's degree,standard,none,97.0,97.0,96.0,290.0,96.66666666666667,1.0,2.0395900374774274,1.9071616362990276,1.8399983277123608,3,Excellent,math score,writing score,98.5,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,1,1,1,1,1,0,2
male,group B,some college,free/reduced,none,75.0,68.0,65.0,208.0,69.33333333333333,10.0,0.5879714931241745,-0.08010750432372381,-0.2010790414668845,3,Average,math score,writing score,53.15,Poor internet and time management affected my study.,8.0,-0.4,1,1,4,0,1,0,0,2
female,group C,bachelor's degree,standard,none,65.0,79.0,81.0,225.0,75.0,16.0,-0.07185511794548592,0.6736842386711129,0.8523802458514357,3,Good,writing score,math score,68.2,The practical sessions improved my understanding.,6.0,0.0,0,2,1,1,1,2,2,0
male,group B,high school,standard,completed,52.0,49.0,46.0,147.0,49.0,6.0,-0.9296297123360444,-1.3821114240420782,-1.4520619451573897,3,Poor,math score,writing score,9.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,1,2,1,0,3,0,2
male,group C,associate's degree,free/reduced,none,87.0,73.0,72.0,232.0,77.33333333333333,15.0,1.379763426407767,0.26252510612847474,0.25980939673488057,3,Good,math score,writing score,73.95,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,0,0,1,2,0,2
female,group C,associate's degree,standard,none,53.0,62.0,53.0,168.0,56.0,9.0,-0.8636470512290784,-0.491266636866362,-0.9911735069556247,3,Average,reading score,math score,21.05,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,0,1,1,0,1,0
female,group E,master's degree,free/reduced,none,81.0,86.0,87.0,254.0,84.66666666666667,6.0,0.9838674597659707,1.153369893304191,1.2474274785958057,3,Good,writing score,math score,88.25,Poor internet and time management affected my study.,8.0,-0.4,0,4,3,0,1,2,2,0
male,group D,bachelor's degree,free/reduced,completed,39.0,42.0,38.0,119.0,39.666666666666664,4.0,-1.787404306726603,-1.861797078675156,-1.97879158881655,3,Poor,reading score,writing score,2.9000000000000004,I needed more examples and exercises to practice.,8.0,0.5,1,3,1,0,0,3,1,2
female,group C,some college,standard,completed,71.0,71.0,80.0,222.0,74.0,9.0,0.32404084869631034,0.1254720619475953,0.7865390403940407,3,Good,writing score,math score,65.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,2,4,1,0,2,2,0
male,group C,associate's degree,standard,none,97.0,93.0,91.0,281.0,93.66666666666667,6.0,2.0395900374774274,1.6330555479372688,1.5107923004253858,3,Excellent,math score,writing score,97.39999999999999,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,0,1,1,1,0,2
male,group D,some college,standard,completed,82.0,82.0,88.0,252.0,84.0,6.0,1.0498501208729367,0.8792638049424321,1.3132686840532009,3,Good,writing score,math score,87.45,The practical sessions improved my understanding.,6.0,0.0,1,3,4,1,0,2,2,0
male,group C,high school,free/reduced,none,59.0,53.0,52.0,164.0,54.666666666666664,7.0,-0.46775108458728215,-1.1080053356803194,-1.0570147124130196,3,Average,math score,writing score,18.7,I needed more examples and exercises to practice.,8.0,0.5,1,2,2,0,1,0,0,2
male,group B,associate's degree,standard,none,61.0,42.0,41.0,144.0,48.0,20.0,-0.3357857623733501,-1.861797078675156,-1.7812679724443647,3,Poor,math score,writing score,7.85,The practical sessions improved my understanding.,6.0,0.0,1,1,0,1,1,3,0,2
male,group E,associate's degree,free/reduced,completed,78.0,74.0,72.0,224.0,74.66666666666667,6.0,0.7859194764450727,0.33105162821891443,0.25980939673488057,3,Good,math score,writing score,67.25,I was distracted and couldn't focus during online classes.,9.0,0.0,1,4,0,0,0,2,0,2
male,group C,associate's degree,free/reduced,none,49.0,51.0,51.0,151.0,50.333333333333336,2.0,-1.1275776956569425,-1.2450583798611987,-1.1228559178704147,3,Average,reading score,math score,11.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,0,0,1,0,1,0
male,group B,high school,standard,none,59.0,58.0,47.0,164.0,54.666666666666664,12.0,-0.46775108458728215,-0.7653727252281208,-1.3862207396999948,3,Average,math score,writing score,18.7,I was distracted and couldn't focus during online classes.,9.0,0.0,1,1,2,1,1,0,0,2
female,group C,some college,standard,completed,70.0,72.0,76.0,218.0,72.66666666666667,6.0,0.2580581875893443,0.19399858403803502,0.5231742185644607,3,Good,writing score,math score,61.75000000000001,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,4,1,0,2,2,0
